Supplier,internal_company_code,Risk Type,Overall Risk Level,Transparency Level,FRDM Score,countries,Country Risk Level,industries,Industry Risk Level,products,Product Risk Level,Spend Amount,Spend Level,Product Regulation,Industry Regulation,tags,supplier_id,name,topline_risk_score,frdm_score,transparency_score,all_country_risk_score,all_industry_risk_score,purchase_risk,created_at,created_at,id,parent_id,portal_in_url,address,all_alerts_count,Documents,Trade Partner Risk Level,trade_partner_risk
Cv Check Ltd,"",human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Executive Search Services| Temporary Help Services,Low,Personnel Recruitment| Staff Recruiting Services,Low Moderate,2000.0,low,,Data Breach Vulnerability,Recruitment,38654,Cricket Australia,0.29,0,0.3,0.09444,0.01,0.2858382812816534,2020-06-24 16:29:30 UTC,2021-10-19 21:31:43 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=38654,"92 DRAYTON AVENUE, WEST EALING, LONDON, W13 0LF, ENGLAND| Bradley Gardens, London, W13 8HF| Drayton Avenue, West Ealing, London, W13 0LF",0,,Low,0.0
INSIGHT ENTERPRISES AUSTRALIA PTY LTD,"",human_rights,Low Moderate,Moderate Weak,52,AUS| USA,Low,Software Publishers,Low,Information Technology Consultation Services| Software,Low,811000.0,medium,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,IT Services| Software Licenses & Subscriptions| Top50,658427,Cricket Australia,0.29,52,0.272,0.17059,0.01,0.11622922749679254,2024-05-30 14:55:24 UTC,2024-11-13 04:56:32 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=658427,"Level 11, 201 Kent Street 2000 Brookvale AU-NSW New South Wales| LOCKED BAG 5105 FRENCHS FOREST NSW 2086| New South Wales, 2000| New South Wales, 2100| PO BOX 413 PO BOX 413 DEEWHY NSW 2099| RIVERSIDE ONE SIR JOHN ROGERSON'S QUAY DUBLIN 2,DUBLIN| RIVERSIDE ONE SIR JOHN ROGERSON'S QUAY DUBLIN 2,DUBLIN,D02X576",0,,Low,0.0
Cch Australia Limited,"",human_rights,Low Moderate,Moderate Weak,37,AUS,Low,Cable and Other Subscription Programming| Software Publishers,Low,,,9000.0,low,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,,23303,Cricket Australia,0.29,37,0.30400000000000005,0.09444,0.01,,2020-02-29 18:33:54 UTC,2025-06-23 05:48:04 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=23303,"GPO Box 4069 GPO Box 4069 Sydney 0 2001| Lv1 66 Talavera Road, North Ryde 2113 NORTHRYDE NSW AU-NSW| Lv1 66 Talavera Road, North Ryde, NORTHRYDE, NSW 2113| New South Wales, 2113",0,,,
Nsw Police Force,,human_rights,Low Moderate,Moderate Weak,37,AUS,Low,Security Guards and Patrol Services,Low,,,1341.0,,,Australia MSA| Data Breach Vulnerability,GENERAL,83563,Cricket Australia,0.29,37,0.308,0.09444,0.01,,2020-08-23 20:30:45 UTC,2025-08-18 20:36:15 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=83563,"Insurance Service Unit,Locked Bag 5102 2124 Parramatta| Insurance Service Unit,Locked Bag 5102 PARRAMATTA 2124| Insurance Service Unit,Locked Bag 5102, Parramatta 2124| New South Wales, 2150",0,,,
Teg Live,,human_rights,Low Moderate,Moderate Weak,50,AUS,Low,Advertising Agencies| Marketing Consulting Services| Media Representatives,Low,Advertising| Advertising Campaign Services,Low,10499.0,,,Data Breach High Incident| Water Quantity Supply Chain,Non-Procurement Spend,3507,Cricket Australia,0.28,50,0.336,0.09444,0.01,0.09994345499358512,2020-02-29 07:39:35 UTC,2021-10-19 19:12:13 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=3507,"1 BARTHOLOMEW LANE, LONDON, EC2N 2AX, ENGLAND| Bartholomew Lane, London, EC2N 2AX| Great St. Helen's, London, EC3A 6AP",0,,Low Moderate,0.25
Scoca Productions,,human_rights,Low Moderate,Moderate Weak,47,AUS,Low,Advertising Agencies| Management Consulting Services | Other Management Consulting Services,Low,Advertising| Advertising Agency Services| Advertising Production Service| Brand marketing or advertising instructional materials| Management Advisory Services| Promotional Or Advertising Printing| Strategic Planning Consultation Services,Low,3101.0,,Conflict Mineral| Deforestation,Data Breach High Incident| Water Quantity Supply Chain,Production,309953,Cricket Australia,0.28,47,0.29200000000000004,0.09444,0.01,0.19765820017843594,2021-10-19 19:46:11 UTC,2021-10-19 19:46:11 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309953,SAINTE MARIE 97130 CAPESTERRE-BELLE-EAU FRANCE,0,,,
Qmetrix Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Computer Facilities Management Services| Computer Systems Design Services| Custom Computer Programming Services| Management Consulting Services | Other Computer Related Services| Other Management Consulting Services| Software Publishers,Low,Information Technology Consultation Services| Information technology IT management services| Information Technology Service Delivery| Software,Low Moderate,493000.0,high,,Conflict Mineral| Data Breach High Incident| Political Risk Liability| Water Quantity Direct| Water Quantity Supply Chain,IT Services| Top50,88887,Cricket Australia,0.28,0,0.3,0.09444,0.01,0.22041405289857546,2020-11-23 20:10:19 UTC,2021-10-19 20:33:11 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=88887,"23, SOLSTICE BUSINESS CENTER, 09, NEW INDUSTRIAL ROAD",0,,,
Verizon Australia Pty Ltd,,human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Computer Facilities Management Services| Computer Systems Design Services| Custom Computer Programming Services| Other Computer Related Services| Software Publishers,Low,Information Technology Consultation Services| Information technology IT management services| Information Technology Service Delivery| Software,Low Moderate,48947.0,,,Conflict Mineral| Data Breach High Incident| Political Risk Liability| Water Quantity Direct| Water Quantity Supply Chain,IT Services,32430,Cricket Australia,0.28,0,0.3,0.09444,0.01,0.22041405289857546,2020-03-21 21:11:51 UTC,2021-10-19 20:33:30 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=32430,"LEVEL 5, 55 PYRMONT BRIDGE ROAD, PYRMONT, NSW 2009 AUSTRALIA| PACIFIC HWY LEVEL 2 ST. LEONARDS AU 2065, AUSTRALIA| RM DATA HALL 1 105 GLADSTONE STREET FYSHWICK ACT AU 2609, AUSTRALIA",0,,Low,0.0
Id Warehouse,"",human_rights,Low Moderate,Moderate Weak,47,AUS,Low,Office Supplies and Stationery Retailers ,Moderate,Office supplies,Low,6200.0,low,Deforestation,,,23534,Cricket Australia,0.28,47,0.3,0.09444,0.5425,0.17058999999999996,2020-02-29 18:41:03 UTC,2025-06-27 04:57:11 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=23534,,0,,,
VICTORIAN PROTECTION SECURITY SERVICES,,human_rights,Low Moderate,Moderate Weak,37,AUS,Low,Security Guards and Patrol Services,Low,,,8321.0,,,Australia MSA| Data Breach Vulnerability,GENERAL,369217,Cricket Australia,0.28,37,0.34,0.09444,0.01,,2022-01-05 16:27:18 UTC,2025-08-18 20:36:04 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=369217,,0,,,
Wilson Parking,,human_rights,Low Moderate,Moderate Weak,37,AUS,Low,Parking Lots and Garages,Low,,,20865.0,,,Data Breach High Incident| Data Breach Vulnerability,GENERAL,22875,Cricket Australia,0.28,37,0.332,0.09444,0.01,,2020-02-29 18:20:57 UTC,2025-08-18 20:36:08 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=22875,,0,,,
YouGov Galaxy Pty Ltd,,human_rights,Low Moderate,Moderate Weak,37,AUS,Low,Marketing Research and Public Opinion Polling,Low,,,47500.0,,,Data Breach High Incident,GENERAL,259073,Cricket Australia,0.28,37,0.34,0.09444,0.01,,2021-08-14 04:19:28 UTC,2025-08-18 20:36:09 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=259073,"Ground Floor, 2-14 Mountain Street 2007 Ultimo NSW NSW| Ground Floor, 2-14 Mountain Street Ultimo NSW 2007| Ground Floor, 2-14 Mountain Street, Ultimo, NSW 2007| New South Wales, 2007| New South Wales, 2067",0,,,
SPECIALIST NEWS PTY LIMITED,,human_rights,Low Moderate,Moderate Weak,37,AUS,Low,Newspaper Publishers,Low,,,954.0,,,Data Breach High Incident| Deforestation| Political Risk Liability| Water Pollution Supply Chain| Water Quantity Supply Chain,GENERAL,259270,Cricket Australia,0.28,37,0.34800000000000003,0.09444,0.01,,2021-08-14 05:00:54 UTC,2025-08-18 20:36:44 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=259270,,0,,,
HANK Logistics,"",human_rights,Low Moderate,Moderate Weak,52,AUS,Low,Freight Transportation Arrangement,Low,Freight Forwarders Services,Low,20000.0,low,,UK MSA| Water Pollution Supply Chain,Equipment| Events Collateral / Equipment Hire| Venue Hire & Management,310045,Cricket Australia,0.27,52,0.264,0.09444,0.01,0.09994345499358513,2021-10-19 20:13:52 UTC,2021-10-19 20:13:53 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310045,"1400 East Newport Center Drive, SUITE 200, DEERFIELD BEACH, FL, 33442, USA| 1525 NW 3RD ST STE 21, DEERFIELD BEACH FL 33442-1696, USA| 2 Executive Drive Chelmsford MA 01824 US| 300 E. PLEASANT VALLEY ROAD, SOUTH WINDSOR, CT, 06074, USA| 9601 MCALLISTER FREEWAY SUITE 610 SAN ANTONIO TX  78216| CT, USA",0,,Low,0.0
Award Plumbing & Drainage,"",human_rights,Low Moderate,Moderate Weak,47,AUS,Low,"Appliance Repair and Maintenance| Other Services to Buildings and Dwellings| Plumbing, Heating, and Air-Conditioning Contractors",Low Moderate,Building Maintenance And Repair Services| Facility Maintenance And Repair Services| Plumbing System Maintenance Or Repair,Moderate,1500.0,,,BLS Fatal| CSRD| Data Breach High Incident| Data Breach Vulnerability| Dutch CLDD| EUFLR| LKSG,Maintenance,310239,Cricket Australia,0.27,47,0.29600000000000004,0.09444,0.20892,0.5084306872509965,2021-10-19 21:17:38 UTC,2021-10-19 21:17:39 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310239,"C/- Ron Longstaff & Co, Chartered Accountants, 63 Ridge Rd, Howick, NZ",0,,,
Slade Brothers Plumbing Pty Ltd,,human_rights,Low Moderate,Moderate Weak,47,AUS,Low,"Appliance Repair and Maintenance| Other Services to Buildings and Dwellings| Plumbing, Heating, and Air-Conditioning Contractors",Low Moderate,Building Maintenance And Repair Services| Facility Maintenance And Repair Services| Plumbing System Maintenance Or Repair,Moderate,1118.0,,,BLS Fatal| CSRD| Data Breach High Incident| Data Breach Vulnerability| Dutch CLDD| EUFLR| LKSG,Maintenance,310240,Cricket Australia,0.27,47,0.3,0.09444,0.20892,0.5084306872509965,2021-10-19 21:17:53 UTC,2021-10-19 21:17:54 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310240,"Queensland, 4500",0,,,
ABT Promotions,"",human_rights,Low Moderate,Moderate Weak,37,AUS,Low,"Gift, Novelty, and Souvenir Retailers",Moderate,,,700.0,low,,,,684936,Cricket Australia,0.27,37,0.24,0.09444,0.46508,,2025-06-23 04:14:45 UTC,2025-06-23 04:14:45 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=684936,,0,,,
Bravo Print & Design Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,37,AUS,Low,"Gift, Novelty, and Souvenir Retailers",Moderate,,,1000.0,low,,,,684968,Cricket Australia,0.27,37,0.248,0.09444,0.46508,,2025-06-23 05:15:05 UTC,2025-06-23 05:15:05 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=684968,,0,,,
Tom Wainwright,,human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Management Consulting Services | Other Management Consulting Services| Temporary Help Services,Low,Management Advisory Services,Low,1920.0,,,Data Breach High Incident| Data Breach Vulnerability,Various Consultants & Contractors,309844,Cricket Australia,0.26,0,0.3,0.09444,0.01,0.09994345499358508,2021-10-19 19:15:50 UTC,2021-10-19 19:15:51 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309844,,0,,,
Copyright Integrity Advisory (India) Pvt Ltd,"",human_rights,Low Moderate,Moderate Weak,47,IND,Moderate,Management Consulting Services | Other Management Consulting Services| Security Systems Services (Except Locksmiths),Low,Management Advisory Services| Strategic Planning Consultation Services,Low Moderate,100000.0,medium,Conflict Mineral,Conflict Mineral| Data Breach High Incident| Data Breach Vulnerability,Media Rights,309849,Cricket Australia,0.26,47,0.256,0.4893,0.01,0.28583828128165323,2021-10-19 19:16:58 UTC,2021-10-19 19:16:58 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309849,"CAREWEL HOUSE, 6TH CROSS MUNISWAMAPPA LAYOUT OFF AIRPORT ROAD BANGALORE KA 560017 IN| CAREWEL HOUSE, 6TH CROSS MUNISWAMAPPA LAYOUT   OFF AIRPORT ROADNA-BANGALORE-Karnataka-560017-India",0,,,
Harry the Hirer,"",human_rights,Low Moderate,Moderate Weak,52,AUS| CHN,High,General Rental Centers| Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Low,Office furniture lease and maintenance service| Projection screens or displays| Tabletops,Low Moderate,600000.0,high,Conflict Mineral| Deforestation,Data Breach Vulnerability| Political Risk Liability,Events Collateral / Equipment Hire| Top50,1594,Cricket Australia,0.26,52,0.26,0.65231,0.01,0.39364574451363454,2020-02-29 06:16:34 UTC,2021-10-19 20:02:07 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=1594,"81-95 BURNLEY STREET RICHMOND 3121 VIC| Victoria, 3121",0,,Low,0.0
Tnt Express,,human_rights,Low Moderate,Moderate Weak,0,AUS,Low,"Couriers and Express Delivery Services| Deep Sea Freight Transportation| Postal Service| Process, Physical Distribution, and Logistics Consulting Services| Scheduled Freight Air Transportation",Low,Freight Forwarders Services| Logistics,Low,123866.0,high,,Data Breach High Incident| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain,Freight & Logistics,21531,Cricket Australia,0.26,0,0.3,0.09444,0.01,0.10069571755805298,2020-02-29 17:42:03 UTC,2021-10-19 20:19:41 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=21531,"11 Rue Jean Jaurès, Marly-la-Ville, 95670, FRANCE| 201 Coward Street, Mascot, New South Wales 2020, Australia| DU PIED SEC RUE, TREMBLAY-EN-FRANCE, 93290| New South Wales, 2020| R P C Robinson, C/- TNT New Zealand Ltd, 3rd Floor Challenge House, 3 Wolfe, Str Auckland| rue des Longs Bols, Saint-Etienne-du-Rouvray, 76800, FRANCE| Taurusavenue 111 2132LS Hoofddorp",0,,Low,0.0
Amalgamated Distribution & Taxi Trucks,"",human_rights,Low Moderate,Moderate Weak,0,AUS,Low,"Couriers and Express Delivery Services| Deep Sea Freight Transportation| Postal Service| Process, Physical Distribution, and Logistics Consulting Services| Scheduled Freight Air Transportation",Low,Freight Forwarders Services| Logistics,Low,42350.0,medium,,Data Breach High Incident| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain,Freight & Logistics,310062,Cricket Australia,0.26,0,0.3,0.09444,0.01,0.10069571755805298,2021-10-19 20:19:56 UTC,2021-10-19 20:19:57 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310062,"Victoria, 3012",0,,,
The Boston Consulting,"",human_rights,Low Moderate,Moderate Weak,52,AUS,Low,Management Consulting Services ,Low,Business and corporate management consultation services,Low,700000.0,,,Data Breach High Incident,Consultant - Other| Top50,39159,Cricket Australia,0.26,52,0.29200000000000004,0.09444,0.01,0.10046808510638298,2020-06-26 00:38:14 UTC,2023-11-02 04:55:27 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=39159,"101 Collins Street 3000 Melbourne VIC VIC| 101 Collins Street Melbourne VIC 3000| 109004, ГОРОД МОСКВА, ПЕРЕУЛОК ДРОВЯНОЙ Б., ДОМ 8, ПОМЕЩЕНИЕ II КОМНАТА 1, СТРОЕНИЕ 1| 115114, ГОРОД МОСКВА, УЛ. ЛЕТНИКОВСКАЯ, Д. 4, СТР. 5, ПОМ. VIII, КОМН.9| 13| 30th Floor, Anz Tower, 23/29 Albert Street, Auckland, NZ| Victoria, 3000| Wendy M Burge, 30th Floor, Coopers & Lybrand Tower, 23-29 Albert Street, AUCKLAND| МОСКВА ГОРОД",0,,Low,0.0
All Flags and Signs Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,37,AUS,Low,"Gift, Novelty, and Souvenir Retailers",Moderate,,,500.0,low,,,,684945,Cricket Australia,0.26,37,0.228,0.09444,0.46508,,2025-06-23 04:28:30 UTC,2025-06-23 04:28:30 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=684945,,0,,,
Corporate Flag & Banner Co. Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,37,AUS,Low,"Gift, Novelty, and Souvenir Retailers",Moderate,,,125.0,low,,,,684985,Cricket Australia,0.26,37,0.21600000000000003,0.09444,0.46508,,2025-06-23 06:02:10 UTC,2025-06-23 06:02:10 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=684985,,0,,,
ELMO SOFTWARE LTD,"",human_rights,Low Moderate,Moderate Weak,47,AUS,Low,Software Publishers,Low,Software,Low,23000.0,low,,Data Breach High Incident| Political Risk Liability,,596559,Cricket Australia,0.26,47,0.3,0.09444,0.01,0.09444,2023-03-08 03:12:18 UTC,2025-06-26 09:33:30 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=596559,"680 George Street, Sydney, Nsw 2000, New South Wales| Level 12, 680 George Street, Sydney, Nsw, AU, 2000| Level 27 580 George Street 2000 SYDNEY AU-NSW New South Wales| Level 27, 580 George Street, SYDNEY, AU-NSW 2000| Level 4, 4 Graham Street, Auckland Central, Auckland, NZ, 1010| Sydney, Nsw| UNIT 501LEVEL 556 CLARENCE STREET UNIT 501LEVEL 556 CLARENCE STREET SYDNEY 0 2000",0,,,
Exklusive Framing Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,37,AUS,Low,"Gift, Novelty, and Souvenir Retailers",Moderate,,,1000.0,low,,,,687638,Cricket Australia,0.26,37,0.228,0.09444,0.46508,,2025-06-26 10:22:19 UTC,2025-06-26 10:22:19 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=687638,,0,,,
GIANT INFLATABLES,"",human_rights,Low Moderate,Moderate Weak,0,AUS,Low,Advertising Agencies| Outdoor Advertising,Low,Advertising,Low,3100.0,low,,Data Breach High Incident| Water Quantity Supply Chain,,631932,Cricket Australia,0.26,0,0.3,0.09444,0.01,0.09994345499358513,2023-06-06 18:06:41 UTC,2025-06-26 12:38:57 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=631932,,0,,,
Deloitte Haskins & Sells Llp,"",human_rights,Low Moderate,Moderate Weak,47,IND,Moderate,Offices of Certified Public Accountants| Other Accounting Services,Low,Financial accounting service,Low,100000.0,medium,,Data Breach High Incident,Accounting & Finance,309746,Cricket Australia,0.25,47,0.336,0.4893,0.01,0.10046808510638298,2021-10-19 18:31:02 UTC,2021-10-19 18:31:03 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309746,"Toronto, Ontario, Canada",0,,,
Events in Tents Pty Ltd,"",human_rights,Low Moderate,Moderate Weak,47,AUS| CHN,High,General Rental Centers,Low,Events Management,Low,3000.0,low,,Data Breach Vulnerability| Political Risk Liability,Events Collateral / Equipment Hire,310010,Cricket Australia,0.25,47,0.28400000000000003,0.65231,0.01,0.09994345499358515,2021-10-19 20:04:12 UTC,2021-10-19 20:04:13 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310010,"1 NUTFIELD WAY, LOCKS BOTTOM, ORPINGTON, KENT, BR6 8EU, UNITED KINGDOM",0,,,
Expandabrand,"",human_rights,Low Moderate,Moderate Weak,47,AUS| CHN,High,General Rental Centers| Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Low,Events Management,Low,20000.0,low,,Data Breach Vulnerability| Political Risk Liability,Events Collateral / Equipment Hire,310150,Cricket Australia,0.25,47,0.32,0.65231,0.01,0.09994345499358515,2021-10-19 20:49:45 UTC,2021-10-19 20:49:45 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310150,"15 BRIGHTON ST, Sydney, AU, 2093| New South Wales, 2086| New South Wales, 2093",0,,,
Cabcharge Australia Limited,,human_rights,Low Moderate,Moderate Weak,52,AUS,Low,Limousine Service| Taxi Service,Low,Limousine Or Town Car Service| Taxicab Services,Low,3797.0,,,UK MSA| Water Pollution Supply Chain,Domestic Taxis & Limousines,153085,Cricket Australia,0.25,52,0.332,0.09444,0.01,0.09994345499358509,2021-04-27 20:02:11 UTC,2021-10-19 21:40:00 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=153085,"120 BROADWAY, 32ND FLOOR, NEW YORK NY 10271| 152 - 162 Riley Street, East Sydney, DARLINGHURST, Sydney, AU-NSW, 2010, AU| 152 RILEY STREET, EAST SYDNEY, NEW SOUTH WALES, AUSTRALIA, AUSTRALIA| 9/13 O'Riordan St 2015 PADDINGTON AU-NSW New South Wales| AUS| PO BOX 600 PO BOX 600 PADDINGTON 0 2021| Riley Street, East Sydney, Sydney",0,,Low,0.0
Foldaway LED Scoreboards,"",human_rights,Low Moderate,Moderate Weak,47,AUS,Low,Other Commercial and Industrial Machinery and Equipment Rental and Leasing| Other Spectator Sports,Low,Sport scoreboards,High,9300.0,low,Conflict Mineral,Data Breach High Incident| Data Breach Vulnerability| Political Risk Liability,,687646,Cricket Australia,0.25,47,0.336,0.09444,0.01,0.6084522115719123,2025-06-26 11:29:55 UTC,2025-06-26 11:29:56 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=687646,,0,,,
GRAY NICOLLS SPORTS PTY LTD,"",human_rights,Low Moderate,Moderate Weak,47,AUS,Low,Sporting Goods Retailers,Moderate,Sports and Recreational Equipment and Supplies and Accessories,Low,27000.0,low,PFAS,PFAS,,582937,Cricket Australia,0.25,47,0.28400000000000003,0.09444,0.42019,0.17058999999999996,2023-03-08 02:04:20 UTC,2025-06-26 12:57:02 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=582937,,0,,,
J.J. RICHARDS & SONS PTY LTD,"",human_rights,Low Moderate,Moderate Weak,47,AUS,Low,Solid Waste Landfill| Waste Treatment and Disposal,Low,Nonhazardous waste disposal,High,20000.0,low,,Data Breach Vulnerability,,261798,Cricket Australia,0.25,47,0.34,0.09444,0.01,0.611625,2021-08-17 21:33:12 UTC,2025-06-29 09:51:58 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=261798,,0,,,
PricewaterhouseCoopers (PWC),,human_rights,Low Moderate,Moderate Weak,47,AUS,Low,Management Consulting Services | Offices of Certified Public Accountants| Other Accounting Services| Other Management Consulting Services,Low,Accounting Services,Low,218251.0,medium,,Data Breach High Incident,Accounting & Finance,309744,Cricket Australia,0.24,47,0.34800000000000003,0.09444,0.01,0.09994345499358509,2021-10-19 18:30:34 UTC,2021-10-19 18:30:34 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309744,,0,,,
Kennards Self Storage Moore Park,"",human_rights,Low Moderate,Moderate Weak,47,AUS,Low,General Warehousing and Storage| Other Warehousing and Storage,Low,General storage units,High,70000.0,medium,Conflict Mineral,UK MSA| Water Pollution Supply Chain,Storage,309998,Cricket Australia,0.24,47,0.344,0.09444,0.01,0.6287869380874165,2021-10-19 19:59:04 UTC,2021-10-19 19:59:05 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=309998,,0,,,
Nucleus Security,,human_rights,Low Moderate,Moderate Weak,47,USA,Low,Software Publishers,Low,Electrical System Services| Software,Moderate,7955.0,,Conflict Mineral,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Software Licenses & Subscriptions,310089,Cricket Australia,0.24,47,0.28,0.17059,0.01,0.5267794770916341,2021-10-19 20:31:36 UTC,2021-10-19 20:31:37 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310089,"71 ALAFIA DRIVE SARASOTA FL 34232 US| 71 ALAFIA DRIVE, SARASOTA FL 34240| DE",0,,,
Patch My PC,,human_rights,Low Moderate,Moderate Weak,47,USA,Low,Software Publishers,Low,Electrical System Services| Software,Moderate,5489.0,,Conflict Mineral,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Software Licenses & Subscriptions,310094,Cricket Australia,0.24,47,0.29600000000000004,0.17059,0.01,0.5267794770916341,2021-10-19 20:32:30 UTC,2021-10-19 20:32:31 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310094,"858 W HAPPY CANYON RD, CASTLE ROCK, DOUGLAS, CO, 801083912, USA| 858 W HAPPY CANYON RD STE 260, Castle Rock CO 80108, USA| PATCH MY PC LLC, PATCH MY PC LLC, PO BOX 1436, CASTLE ROCK, CO, 80104",0,,,
Cornerstone OnDemand International Limited,"",human_rights,Low Moderate,Moderate Weak,47,AUS| GBR,Low,Software Publishers,Low,Software,Moderate,530000.0,high,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Software Licenses & Subscriptions| Top50,310100,Cricket Australia,0.24,47,0.34800000000000003,0.11939,0.01,0.5818258466135467,2021-10-19 20:34:58 UTC,2021-10-19 20:34:59 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310100,,0,,,
EAS Technologies Ltd T/A Accredit Solutions,,human_rights,Low Moderate,Moderate Weak,47,GBR,Low,Software Publishers,Low,Software,Moderate,117543.0,medium,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Software Licenses & Subscriptions,310102,Cricket Australia,0.24,47,0.29200000000000004,0.11939,0.01,0.5818258466135467,2021-10-19 20:35:34 UTC,2021-10-19 20:35:35 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310102,,0,,,
Submittable Holdings Inc,,human_rights,Low Moderate,Moderate Weak,47,USA,Low,Software Publishers,Low,Electrical System Services| Software,Moderate,7738.0,,Conflict Mineral,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,Subscriptions,310281,Cricket Australia,0.24,47,0.34,0.17059,0.01,0.5267794770916341,2021-10-19 21:33:18 UTC,2021-10-19 21:33:19 UTC,57,0,https://app.frdm.co/supplier_link/signin?linked_company_id=57&supplier_id=310281,"101 E. FRONT STREET SUITE 501 MISSOULA MT  59802| 111 N HIGGINS AVE #300 MISSOULA MT 59802 US| 111 NORTH HIGGINS AVENUE, 3RD FLOOR, MISSOULA MT 59807",0,,,
