Supplier,internal_company_code,Risk Type,topline_risk_score,transparency_score,frdm_score,all_country_risk_score,all_industry_risk_score,purchase_risk,all_alerts_count,trade_partner_risk,Spend Amount,Spend Level,supplier_id,id,parent_id,created_at,created_at,Countries,Industries,Products,Product Regulations,Industry Regulations,Documents,Warnings
Operators Unlimited,6153,human_rights,0.61,0.02,3,0.17059,,,0,,,,665364,52,0,2024-09-09 18:26:04 UTC,2024-09-09 18:26:04 UTC,USA,,,,,,
Basic Rubber and Plastics Co.,61888111,human_rights,0.61,0.12,18,0.17059,0.71713,,3,,,,634568,52,0,2023-07-13 09:50:46 UTC,2023-07-13 09:50:46 UTC,USA,All Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Luverne Truck Equipment, Inc.",6218978,human_rights,0.61,0.02,3,0.17059,,,0,,,,634574,52,0,2023-07-13 09:50:48 UTC,2023-07-13 09:50:48 UTC,USA,,,,,,
"United Plastic Fabricating, Inc.",622215093,human_rights,0.61,0.128,13,0.17059,0.7205,,0,,,,634575,52,0,2023-07-13 09:50:48 UTC,2023-07-13 09:50:48 UTC,USA,Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Winnebago Mfg. Co.,6223408,human_rights,0.61,0.02,3,0.17059,,,0,,,,634577,52,0,2023-07-13 09:50:49 UTC,2023-07-13 09:50:49 UTC,USA,,,,,,
"Aurora Machine, LLC",6232,human_rights,0.61,0.1,13,0.17059,0.68819,,0,,,,665267,52,0,2024-09-09 18:24:16 UTC,2024-09-09 18:24:16 UTC,USA,Sheet Metal Work Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
North American Clutch Corporation,6430334,human_rights,0.61,0.1,33,0.17059,0.70814,,0,,,,523740,52,0,2022-08-08 22:02:48 UTC,2022-08-08 22:02:48 UTC,USA,Machinery Manufacturing| Mechanical Power Transmission Equipment Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
SWAGELOK MINNESOTA,65,human_rights,0.61,0.132,13,0.17059,0.72744,,0,,,,634625,52,0,2023-07-13 09:50:58 UTC,2023-07-13 09:50:58 UTC,USA,Other Metal Valve and Pipe Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"Brake Systems, Inc.",65270324,human_rights,0.61,0.10400000000000001,13,0.17059,0.70975,,0,,,,634628,52,0,2023-07-13 09:50:59 UTC,2023-07-13 09:50:59 UTC,USA,Industrial Valve Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"Juluen Enterprise Co., Ltd",656218765,human_rights,0.61,0.012000000000000002,8,0.16173,,,0,,,,634635,52,0,2023-07-13 09:51:00 UTC,2023-07-13 09:51:00 UTC,TWN,,,,,,
S C C Pumps Inc,65712788,human_rights,0.61,0.09200000000000001,13,0.17059,0.7059,,0,,,,634636,52,0,2023-07-13 09:51:00 UTC,2023-07-13 09:51:00 UTC,USA,Fluid Power Pump and Motor Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Adams Thermal Systems Inc,6900,human_rights,0.61,0.016,8,0.17059,,,0,,,,665300,52,0,2024-09-09 18:24:53 UTC,2024-09-09 18:24:53 UTC,USA,,,,,,Export Restrictions| Import Restrictions| Investment Regulations| Labor Dispute Activity| Severe Tariff Measures| Tariff Escalation| Tariff Quota| Trade Barriers
"Super Vacuum Manufacturing Co., Inc.",7083017,human_rights,0.61,0.024000000000000004,8,0.17059,,,0,,,,665420,52,0,2024-09-09 18:27:27 UTC,2024-09-09 18:27:27 UTC,USA,,,,,,
Omni Services. Inc,7731,human_rights,0.61,0.14,13,0.17059,0.73507,,0,,,,665334,52,0,2024-09-09 18:25:33 UTC,2024-09-09 18:25:33 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
PBZ LLC,793874079,human_rights,0.61,0.016,8,0.17059,,,0,,,,634785,52,0,2023-07-13 09:51:29 UTC,2023-07-13 09:51:29 UTC,USA,,,,,,
"Absolute Supply, LLC",795415004,human_rights,0.61,0.14400000000000002,18,0.17059,0.7575,,0,,,,634793,52,0,2023-07-13 09:51:31 UTC,2024-09-09 18:27:17 UTC,USA,Metal Service Centers and Other Metal Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
"Hi-Tech Transport Electronics, Inc.",806207155,human_rights,0.61,0.09600000000000002,13,0.17059,0.70833,,0,,,,634861,52,0,2023-07-13 09:51:44 UTC,2023-07-13 09:51:44 UTC,USA,All Other Miscellaneous General Purpose Machinery Manufacturing ,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Korff Holdings LLC, dba Quaker City Castings",8253,human_rights,0.61,0.14,11,0.17059,0.11,,25,,,,665360,52,0,2024-09-09 18:25:59 UTC,2024-09-09 18:25:59 UTC,USA,Steel Foundries (except Investment),,,CSDDD| Energy Star,,
Wisconsin Metal Fab LLC,839382439,human_rights,0.61,0.12,13,0.17059,0.73507,,0,,,,634978,52,0,2023-07-13 09:52:06 UTC,2023-07-13 09:52:06 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
Alacriant Inc.,8631434,human_rights,0.61,0.032,3,0.17059,,,0,,,,635004,52,0,2023-07-13 09:52:11 UTC,2023-07-13 09:52:11 UTC,USA,,,,,,
"Serra Laser Precision, LLC",869241513,human_rights,0.61,0.09600000000000002,13,0.17059,0.68819,,0,,,,635009,52,0,2023-07-13 09:52:12 UTC,2023-07-13 09:52:12 UTC,USA,Sheet Metal Work Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
MARV HAUGEN ENTERPRISES INCORPORATED,927598466,human_rights,0.61,0.024000000000000004,3,0.17059,,,0,,,,635060,52,0,2023-07-13 09:52:22 UTC,2023-07-13 09:52:22 UTC,USA,,,,,,
"NOVATECH LIGHTING SYSTEMS, INC.",967474214,human_rights,0.61,0.136,13,0.17059,0.746,,0,,,,635124,52,0,2023-07-13 09:52:34 UTC,2023-07-13 09:52:34 UTC,USA,Other Lighting Equipment Manufacturing,,,Canada MSA| CBAM| Conflict Mineral| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
PENN DIESEL SERVICE COMPANY,98736267,human_rights,0.61,0.188,13,0.17059,0.81463,,0,,,,633412,52,0,2023-07-13 09:47:00 UTC,2023-07-13 09:47:00 UTC,USA,Motor Vehicle Supplies and New Parts Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
Zinga Filtration Group,,human_rights,0.61,0.09200000000000001,38,0.17059,0.70412,,0,,,,523737,52,0,2022-08-03 21:26:48 UTC,2022-08-03 21:26:48 UTC,USA,"Agriculture, Forestry, Fishing and Hunting",,,CSDDD| Deforestation,,
"Structural Fiberglass, Inc.",,human_rights,0.61,0.136,33,0.17059,0.73988,,3,,,,537844,52,0,2023-01-05 16:24:20 UTC,2023-01-05 16:24:20 UTC,USA,Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Us Molders Inc.,,human_rights,0.61,0.124,33,0.17059,0.73988,,3,,,,537849,52,0,2023-01-05 17:00:49 UTC,2023-01-05 17:00:49 UTC,USA,Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"L & S Tool and Machine, Llc, Dba T Bird Machining and Fabrication, Llc",,human_rights,0.61,0.14800000000000002,33,0.17059,0.76236,,0,,,,537855,52,0,2023-01-05 18:11:43 UTC,2023-01-05 18:11:43 UTC,USA,Machine Tool Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Rocket Industrial,,human_rights,0.61,0.18,29,0.17059,0.01,,0,0.416551724137931,,,537904,52,0,2023-01-06 00:02:38 UTC,2023-01-06 00:02:38 UTC,USA,Packaging and Labeling Services,,,Data Breach Vulnerability,,Forced Labor Risk (Subtier Trading History with Xinjiang Entities)
Oil Air Products,,human_rights,0.61,0.10800000000000001,38,0.17059,0.7059,,0,,,,537920,52,0,2023-01-06 01:32:17 UTC,2023-01-06 01:32:17 UTC,USA,"Fluid Power Pump and Motor Manufacturing| Fluid Power Valve and Hose Fitting Manufacturing| Machinery, Equipment, and Supplies Merchant Wholesalers",,,CBAM| CSDDD| Data Breach Vulnerability| EUBR| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Le Tourneau Plastics,,human_rights,0.61,0.128,33,0.17059,0.73988,,3,,,,537922,52,0,2023-01-06 01:37:38 UTC,2023-01-06 01:37:38 UTC,USA,Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Mdi of Ohio Dba Dempsey Industries,,human_rights,0.61,0.16,33,0.17059,0.77017,,0,,,,537952,52,0,2023-01-06 19:59:59 UTC,2023-01-06 19:59:59 UTC,USA,"Coating, Engraving, Heat Treating, and Allied Activities| Industrial Mold Manufacturing",,,CSDDD| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Magnum Unlimited Inc,,human_rights,0.61,0.18400000000000002,33,0.17059,0.81463,,0,,,,537977,52,0,2023-01-06 20:52:26 UTC,2023-01-06 20:52:26 UTC,USA,Motor Vehicle Parts Manufacturing| Motor Vehicle Parts (Used) Merchant Wholesalers,,,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR,,
"Wind River Systems, Inc.",,human_rights,0.61,0.18,15,0.17059,0.01,,0,0.3633333333333333,,,538025,52,0,2023-01-11 20:09:17 UTC,2023-01-11 20:09:17 UTC,USA,Software Publishers,,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,,
"Northeast Asphalt, Inc.",,human_rights,0.61,0.024000000000000004,3,0.17059,,,0,,,,633416,52,0,2023-07-13 09:47:01 UTC,2023-07-13 09:47:01 UTC,USA,,,,,,
"Myers Mfg., Inc.",,human_rights,0.61,0.016,3,0.17059,,,0,,,,633669,52,0,2023-07-13 09:47:50 UTC,2023-07-13 09:47:50 UTC,USA,,,,,,
"Icafe, Inc.",,human_rights,0.61,0.18400000000000002,13,0.17059,0.8,,0,,,,633785,52,0,2023-07-13 09:48:14 UTC,2023-07-13 09:48:14 UTC,USA,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
Universal Lifting & Rigging LLC,,human_rights,0.61,0.02,3,0.17059,,,0,,,,633795,52,0,2023-07-13 09:48:16 UTC,2023-07-13 09:48:16 UTC,USA,,,,,,
Hahn Leasing LLC,,human_rights,0.61,0.032,3,0.17059,,,0,,,,633891,52,0,2023-07-13 09:48:37 UTC,2023-07-13 09:48:37 UTC,USA,,,,,,
Kurz-Kasch Inc,,human_rights,0.61,0.02,3,0.17059,,,0,,,,633892,52,0,2023-07-13 09:48:37 UTC,2023-07-13 09:48:37 UTC,USA,,,,,,
L. T. Hampel Corp.,,human_rights,0.61,0.02,3,0.17059,,,0,,,,633893,52,0,2023-07-13 09:48:37 UTC,2023-07-13 09:48:37 UTC,USA,,,,,,
BIRD ELECTRONIC CORPORATION,,human_rights,0.61,0.024000000000000004,3,0.17059,,,0,,,,633981,52,0,2023-07-13 09:48:54 UTC,2023-07-13 09:48:54 UTC,USA,,,,,,
Jim's Plumbing & Heating Inc,,human_rights,0.61,0.02,3,0.17059,,,0,,,,633986,52,0,2023-07-13 09:48:55 UTC,2023-07-13 09:48:55 UTC,USA,,,,,,
Lethbridge Iron Works,,human_rights,0.61,0.09600000000000002,13,0.0964,0.77017,,0,,,,634067,52,0,2023-07-13 09:49:10 UTC,2023-07-13 09:49:10 UTC,CAN,Industrial Mold Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Overhead Door,,human_rights,0.61,0.188,14,0.17059,0.0195,,0,0.43660377358490565,,,634096,52,0,2023-07-13 09:49:16 UTC,2023-07-13 09:49:16 UTC,USA,Other Building Equipment Contractors,,,CSRD| Dutch CLDD| EUFLR| LKSG,,
DMS-SOUTH/BAILEY TOOL LLC,,human_rights,0.61,0.136,13,0.17059,0.73172,,0,,,,634098,52,0,2023-07-13 09:49:16 UTC,2023-07-13 09:49:16 UTC,USA,"Metal Crown, Closure, and Other Metal Stamping (Except Automotive)",,,Canada MSA| CSDDD| CSRD| Dutch CLDD| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
KOMOROWSKI LATHING & DRYWALL,,human_rights,0.61,0.032,3,0.17059,,,0,,,,634099,52,0,2023-07-13 09:49:17 UTC,2023-07-13 09:49:17 UTC,USA,,,,,,
PMH Material Handling,,human_rights,0.61,0.024000000000000004,8,0.17059,,,0,,,,634381,52,0,2023-07-13 09:50:10 UTC,2023-07-13 09:50:10 UTC,USA,,,,,,
THE WASMER COMPANY LLC,,human_rights,0.61,0.028000000000000004,3,0.17059,,,0,,,,634382,52,0,2023-07-13 09:50:10 UTC,2023-07-13 09:50:10 UTC,USA,,,,,,
Ever Green Environmental LLC,,human_rights,0.61,0.028000000000000004,3,0.17059,,,0,,,,634399,52,0,2023-07-13 09:50:13 UTC,2023-07-13 09:50:13 UTC,USA,,,,,,
JR Automation,,human_rights,0.61,0.188,14,0.17059,0.01708,,0,0.43749999999999994,,,634440,52,0,2023-07-13 09:50:21 UTC,2023-07-13 09:50:21 UTC,USA,Electrical Contractors and Other Wiring Installation Contractors,,,Conflict Mineral| CSRD| Dutch CLDD| EUFLR| LKSG,,
"STRIP-IT-CLEAN,INC",,human_rights,0.61,0.09200000000000001,13,0.17059,0.698,,0,,,,634547,52,0,2023-07-13 09:50:42 UTC,2023-07-13 09:50:42 UTC,USA,"Electroplating, Plating, Polishing, Anodizing, and Coloring",,,CSDDD| PFAS| Water Pollution Direct| Water Pollution Supply Chain,,
The Dotson Company Inc,,human_rights,0.61,0.14800000000000002,13,0.17059,0.77017,,0,,,,634560,52,0,2023-07-13 09:50:45 UTC,2023-07-13 09:50:45 UTC,USA,Industrial Mold Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"L & S Truck Center of Appleton, Inc.",,human_rights,0.61,0.02,3,0.17059,,,0,,,,634594,52,0,2023-07-13 09:50:52 UTC,2023-07-13 09:50:52 UTC,USA,,,,,,
"Trudell Trailers of Green Bay, Inc.",,human_rights,0.61,0.024000000000000004,3,0.17059,,,0,,,,634602,52,0,2023-07-13 09:50:53 UTC,2023-07-13 09:50:53 UTC,USA,,,,,,
Lonseal Incorporated,,human_rights,0.61,0.124,13,0.17059,0.71713,,3,,,,634606,52,0,2023-07-13 09:50:54 UTC,2023-07-13 09:50:54 UTC,USA,All Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Westberry Industrial HVAC Service L,,human_rights,0.61,0.028000000000000004,3,0.17059,,,0,,,,634622,52,0,2023-07-13 09:50:57 UTC,2023-07-13 09:50:57 UTC,USA,,,,,,
"Speedy Metals, LLC",,human_rights,0.61,0.15200000000000002,18,0.17059,0.7575,,0,,,,634717,52,0,2023-07-13 09:51:16 UTC,2023-07-13 09:51:16 UTC,USA,Metal Service Centers and Other Metal Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
Viking Electric Supply,,human_rights,0.61,0.024000000000000004,3,0.17059,,,0,,,,634774,52,0,2023-07-13 09:51:27 UTC,2023-07-13 09:51:27 UTC,USA,,,,,,
SUMMIT FIRE AND SECURITY LLC,,human_rights,0.61,0.016,8,0.17059,,,0,,,,634802,52,0,2023-07-13 09:51:33 UTC,2023-07-13 09:51:33 UTC,USA,,,,,,
"Extreme Coating Technology, LLC",,human_rights,0.61,0.02,3,0.17059,,,0,,,,634803,52,0,2023-07-13 09:51:33 UTC,2023-07-13 09:51:33 UTC,USA,,,,,,
"DH GRIFFIN CONTRACTING, INC",,human_rights,0.61,0.188,14,0.17059,0.0195,,0,0.31,,,634951,52,0,2023-07-13 09:52:01 UTC,2023-07-13 09:52:01 UTC,USA,Other Building Equipment Contractors,,,CSRD| Dutch CLDD| EUFLR| LKSG,,
North American Mechanical Inc,,human_rights,0.61,0.136,17,0.17059,0.20892,,0,0.17,,,635052,52,0,2023-07-13 09:52:20 UTC,2023-07-13 09:52:20 UTC,USA,"Plumbing, Heating, and Air-Conditioning Contractors",,,BLS Fatal| CSRD| Dutch CLDD| EUFLR| LKSG,,
"STONEBRIDGE, INC",0,human_rights,0.6,0.22,34,0.17059,0.8,,0,,108000.0,,150584,52,0,2021-04-27 15:19:11 UTC,2021-04-27 16:04:29 UTC,USA,Semiconductor Machinery Manufacturing,,,Conflict Mineral| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
SAPP BROS INC,0,human_rights,0.6,0.30400000000000005,44,0.17059,1.0,0.47173310756972137,0,,111139.0,,150937,52,0,2021-04-27 15:19:34 UTC,2021-04-27 16:05:06 UTC,USA,Petroleum Refineries| Tire and Tube Merchant Wholesalers,Petroleum refining services,,CBAM| CSDDD| Data Breach Vulnerability| Energy Star| EUBR| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct| Water Quantity Supply Chain,,
ADVANCE AUTO AIR CONDITIONING INC,0,human_rights,0.6,0.324,49,0.4893,1.0,0.09994345499358509,0,,119830.0,,151866,52,0,2021-04-27 15:20:40 UTC,2021-04-27 16:06:44 UTC,IND| TWN| USA,All Other General Merchandise Stores| All Other Miscellaneous Electrical Equipment and Component Manufacturing,Marketing and distribution,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
SKYDEX,0,human_rights,0.6,0.324,44,0.17059,0.73225,0.8506751939609987,0,,120577.0,,151862,52,0,2021-04-27 15:20:40 UTC,2021-04-27 16:06:44 UTC,USA,Boat Building,Fishing ship or boat building services,,CBAM| EUBR| PFAS,,
BERGSTROM ODS CAD GMC,0,human_rights,0.6,0.21200000000000002,33,0.17059,0.81463,,0,,133956.0,,151821,52,0,2021-04-27 15:20:37 UTC,2021-04-27 16:06:40 UTC,USA,Automobile and Other Motor Vehicle Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
CLAIRVOYANT LLC,0,human_rights,0.6,0.22,33,0.17059,0.01,,3,0.5199999999999999,135167.0,,151818,52,0,2021-04-27 15:20:37 UTC,2021-04-27 16:06:39 UTC,USA,Other Computer Related Services,,,Conflict Mineral| Data Breach High Incident,,
LINE BY LINE DESIGN,0,human_rights,0.6,0.264,69,0.65231,0.72242,0.17058999999999996,0,,140919.0,,150483,52,0,2021-04-27 15:19:04 UTC,2021-04-27 16:04:19 UTC,CHN| DEU| MEX| USA,Surgical and Medical Instrument Manufacturing,Surgical products,Conflict Mineral| PFAS,Australia MSA| Conflict Mineral| PFAS| Water Pollution Supply Chain| Water Quantity Supply Chain,,
BETTS INDUSTRIES INC,0,human_rights,0.6,0.24,33,0.17059,0.846,,0,,144942.0,,151793,52,0,2021-04-27 15:20:35 UTC,2021-04-27 16:06:37 UTC,USA,Other Automotive Mechanical and Electrical Repair and Maintenance| Residential Electric Lighting Fixture Manufacturing,,,Canada MSA| CBAM| Conflict Mineral| CSRD| Data Breach High Incident| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
LAUREN MANUFACTURING CO,0,human_rights,0.6,0.324,43,0.17059,0.9293,0.6182453027075637,0,,147838.0,,152464,52,0,2021-04-27 15:21:30 UTC,2021-04-27 16:07:47 UTC,USA,All Other Rubber Product Manufacturing| Plastics Material and Resin Manufacturing,Rubber or plastic mills,PFAS,Deforestation| Energy Star| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct| Water Quantity Supply Chain,,
INDEED INC,0,human_rights,0.6,0.21200000000000002,36,0.17059,0.01,,0,0.33615384615384614,172896.0,,151744,52,0,2021-04-27 15:20:31 UTC,2021-04-27 16:06:31 UTC,USA,Internet Publishing and Broadcasting and Web Search Portals,,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,,
INNOVATIVE FLUID POWER INC,0,human_rights,0.6,0.276,44,0.65231,0.8,0.09994345499358506,0,,176374.0,,150853,52,0,2021-04-27 15:19:29 UTC,2021-04-27 16:04:57 UTC,CHN| MEX| MYS| USA,Electrical Contractors and Other Wiring Installation Contractors| Industrial Machinery and Equipment Merchant Wholesalers,Electrical services,,CBAM| Conflict Mineral| CSRD| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG| Water Pollution Supply Chain,,
GEROTECH INC.,0,human_rights,0.6,0.20800000000000002,34,0.17059,0.8,,0,,187172.0,,152391,52,0,2021-04-27 15:21:23 UTC,2021-04-27 16:07:39 UTC,USA,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
TRI-STAR MANUFACTURING CO,0,human_rights,0.6,0.3,49,0.65231,0.82093,0.09994345499358508,0,,188082.0,,150845,52,0,2021-04-27 15:19:28 UTC,2021-04-27 16:04:57 UTC,CHN| ESP| IND| JPN| LUX| TUR| TWN| USA,Farm Machinery and Equipment Manufacturing| Fluid Power Valve and Hose Fitting Manufacturing| Machine Shops,Workshops,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
PLATAFORMAS ELEVADORAS MA,0,human_rights,0.6,0.20800000000000002,34,0.15557,0.8,,0,,193945.0,,150351,52,0,2021-04-27 15:18:54 UTC,2021-04-27 16:04:03 UTC,ESP,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
ECK INDUSTRIES INC,0,human_rights,0.6,0.28800000000000003,43,0.47488,0.82347,0.317426062223349,0,,200000.0,,151695,52,0,2021-04-27 15:20:28 UTC,2021-04-27 16:06:26 UTC,THA| USA,All Other Miscellaneous Manufacturing| Fabricated Structural Metal Manufacturing,Structural building products,Deforestation,CSDDD| UK MSA| Water Pollution Direct| Water Pollution Supply Chain,,
MAXI METAL INC._OSH,0,human_rights,0.6,0.24,34,0.0964,0.9,,3,,265234.0,,152306,52,0,2021-04-27 15:21:16 UTC,2021-04-27 16:07:30 UTC,CAN,Other Motor Vehicle Parts Manufacturing,,,CBAM| Conflict Mineral| EUBR| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
ROQUET EASTERN EUROPE SRL,0,human_rights,0.6,0.24400000000000002,33,0.38237,0.63311,,0,,341304.0,,150198,52,0,2021-04-27 15:18:44 UTC,2021-04-27 16:03:47 UTC,ROU,Fluid Power Valve and Hose Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,Labor Dispute Activity| Tariff Quota
PETERSON MANUFACTURING CO.,0,human_rights,0.6,0.32,44,0.17059,0.73225,0.8506751939609987,0,,348206.0,,150767,52,0,2021-04-27 15:19:23 UTC,2021-04-27 16:04:48 UTC,USA,Boat Building| Glass Product Manufacturing Made of Purchased Glass,Fishing ship or boat building services,,CBAM| CSDDD| Energy Star| EUBR| PFAS| UK MSA,,
AIR BRAKE & EQUIPMENT,0,human_rights,0.6,0.22400000000000003,34,0.17059,0.81463,,0,,376432.0,,150981,52,0,2021-04-27 15:19:37 UTC,2021-04-27 16:05:11 UTC,USA,Motor Vehicle Parts (Used) Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
EXPRESS SERVICES INC,0,human_rights,0.6,0.2,36,0.17059,0.01,,0,0.2244575936883629,394961.0,,151501,52,0,2021-04-27 15:20:15 UTC,2021-04-27 16:06:06 UTC,USA,Human Resources Consulting Services,,,Data Breach High Incident,,
CAPITAL MACHINE TECHNOLOGIES INC,0,human_rights,0.6,0.34,49,0.65231,0.8,0.169086,0,,401486.0,,152197,52,0,2021-04-27 15:21:08 UTC,2021-04-27 16:07:19 UTC,CHE| CHN| DEU| HKG| HUN| IND| ITA| MEX| MYS| NLD| NOR| SWE| TWN| USA,Computer Systems Design Services| Construction Machinery Manufacturing| Industrial Machinery and Equipment Merchant Wholesalers,Building and Construction Machinery and Accessories,,CBAM| Data Breach High Incident| Data Breach Vulnerability| EUBR| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Hydac Technology Limited,0,human_rights,0.6,0.264,74,0.08715,1.0,,0,,403101.0,,150168,52,0,2021-04-27 15:18:42 UTC,2021-04-27 16:03:44 UTC,DEU,Motor and Generator Manufacturing,,,CBAM| Conflict Mineral| EUBR| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,Modern Slavery Statement,EPA List of Lists| Export Restrictions| Import Restrictions| Investment Regulations| Military Application Commodity| Subsidy Distortion| Tariff Escalation| US Department of Labor Product Watchlist
RLM INDUSTRIES INC,0,human_rights,0.6,0.276,49,0.4893,0.93555,0.11804666666666666,0,,411958.0,,150280,52,0,2021-04-27 15:18:49 UTC,2021-04-27 16:03:55 UTC,IND| KOR| USA,Hardware Stores| Other Nonferrous Metal Foundries (except Die-Casting)| Steel Investment Foundries,Foundry machines and equipment and supplies,,Conflict Mineral| CSDDD| Energy Star,,
POWER MATION DIVISION,0,human_rights,0.6,0.20800000000000002,34,0.17059,0.8,,0,,511061.0,,152155,52,0,2021-04-27 15:21:04 UTC,2021-04-27 16:07:14 UTC,USA,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
MOTUS LLC,0,human_rights,0.6,0.21200000000000002,35,0.17059,0.01,,0,0.3562595419847329,523784.0,,150736,52,0,2021-04-27 15:19:21 UTC,2021-04-27 16:04:45 UTC,USA,Software Publishers,,,Data Breach High Incident| Political Risk Liability| Water Quantity Supply Chain,,
"ECS COMPOSITES, INC",0,human_rights,0.6,0.32,44,0.17059,0.73225,0.8506751939609987,0,,605423.0,,151383,52,0,2021-04-27 15:20:06 UTC,2021-04-27 16:05:53 UTC,USA,Boat Building| Graphic Design Services,Fishing ship or boat building services,,CBAM| Data Breach High Incident| EUBR| PFAS,,
"UNITED STARS HOLDINGS, INC.",0,human_rights,0.6,0.29200000000000004,44,0.65231,0.80412,0.09994345499358509,0,,620036.0,,151376,52,0,2021-04-27 15:20:06 UTC,2021-04-27 16:05:52 UTC,CHN| USA,"Iron and Steel Forging| Metal Heat Treating| Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",Metal heating services,,Canada MSA| CBAM| Conflict Mineral| CSDDD| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| Water Pollution Direct| Water Pollution Supply Chain| WEEE,,
PACBRAKE MFG,0,human_rights,0.6,0.22400000000000003,34,0.17059,0.81463,,0,,650847.0,,151367,52,0,2021-04-27 15:20:05 UTC,2021-04-27 16:05:52 UTC,USA,Motor Vehicle Parts (Used) Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
